time_s,throttle_us,steer_deg,ax,ay,az,gx,gy,gz,angle_deg,omega_deg_s,turn_counts
15.0972,1601,100,0.3136,-7.9152,-5.624,-0.0654,0.0149,0.0029,0.0,761.39,0
15.1542,1666,100,0.3136,-7.8362,-5.5474,-0.0717,0.0068,-0.0056,0.0,637.08,0
15.1999,1660,100,0.2993,-7.8865,-5.6096,-0.0727,0.01,-0.0024,0.0,-159.81,0
15.2564,1560,100,0.237,-7.8889,-5.5402,-0.0721,0.0089,-0.0071,0.0,281.82,0
15.3017,1543,100,0.2682,-7.908,-5.5761,-0.0727,0.0093,-0.0009,0.0,11.07,0
15.3597,1500,100,0.2179,-7.8961,-5.6671,-0.073,0.0096,-0.0015,0.0,527.53,0
15.4065,1530,100,0.2442,-7.9009,-5.6048,-0.0738,0.0103,-0.0013,0.0,-1041.84,0
15.4545,1618,100,0.2777,-7.9009,-5.6671,-0.0721,0.01,-0.0036,0.0,-262.55,0
15.5108,1547,100,0.2394,-7.8027,-5.6527,-0.0718,0.0104,0.0,0.0,350.25,0
15.5571,1569,100,0.237,-7.8554,-5.5857,-0.0711,0.0072,-0.0017,0.0,292.01,0
15.6122,1568,100,0.2969,-7.8434,-5.545,-0.0725,0.0087,-0.0045,0.0,186.76,0
15.659,1573,100,0.2705,-7.8793,-5.5162,-0.0711,0.0075,-0.0012,350.33,-1043.0,-110
15.7142,1698,100,0.2346,-7.8817,-5.6,-0.0718,0.0076,-0.0044,0.0,-253.91,0
15.7604,1651,100,0.2777,-7.8458,-5.6264,-0.0721,0.0071,-0.0064,348.75,-729.83,-128
15.8165,1613,100,0.2682,-7.8841,-5.6072,-0.0723,0.0067,-0.0025,0.0,884.72,0
15.8628,1635,100,0.2801,-7.829,-5.6,-0.0686,0.0071,-0.0005,0.0,118.48,0
15.9182,1594,100,0.2394,-7.8817,-5.6,-0.0771,0.0104,0.0025,348.75,-1228.02,-128
15.9641,1640,100,0.2873,-7.8147,-5.6431,-0.0725,0.0087,-0.0004,0.0,-220.56,0
16.0231,1600,100,0.2658,-7.9033,-5.6719,-0.0731,0.0056,-0.0036,0.0,-55.08,0
16.0679,1524,100,0.2179,-7.8913,-5.5761,-0.0698,0.0095,-0.0047,0.0,335.87,0
16.1227,1660,100,0.2538,-7.92,-5.5522,-0.0731,0.0085,-0.0031,0.0,29.72,0
16.1709,1599,100,0.3017,-7.853,-5.6168,-0.0718,0.0097,-0.0041,358.15,268.64,-21
16.2266,1562,100,0.2753,-7.8673,-5.5929,-0.0706,0.0075,-0.0079,0.44,-65.59,5
16.2732,1626,100,0.2346,-7.8961,-5.5785,-0.0691,0.0113,0.0003,10.11,448.52,115
16.3279,1534,100,0.2993,-7.8745,-5.6144,-0.0707,0.0111,0.0039,349.01,-1542.94,-125
16.383,1539,100,0.2705,-7.9368,-5.5689,-0.0771,0.0073,-0.0027,0.0,97.54,0
16.3982,1539,100,0.2873,-7.8578,-5.6407,-0.0739,0.0109,-0.0033,0.0,339.49,0
16.4474,1517,100,0.2753,-7.92,-5.6407,-0.0707,0.0075,-0.0017,349.01,-607.75,-125
16.5318,1618,100,0.2394,-7.8985,-5.6216,-0.0722,0.0088,-0.0061,0.0,83.05,0
16.5445,1618,100,0.2705,-7.8578,-5.5976,-0.0683,0.0069,-0.0023,0.0,133.55,0
16.6366,1580,100,0.2466,-7.8865,-5.6383,-0.0706,0.0096,-0.0024,349.01,-1245.81,-125
16.6817,1603,100,0.2634,-7.8482,-5.6144,-0.0719,0.0081,0.0025,0.0,-94.03,0
16.7383,1572,100,0.2993,-7.8817,-5.6455,-0.0739,0.0083,-0.0035,0.0,-418.88,0
16.7527,1572,100,0.2682,-7.8865,-5.5857,-0.0669,0.0107,0.0031,0.0,201.13,0
16.799,1633,100,0.2346,-7.8602,-5.5905,-0.0719,0.0053,-0.0049,0.0,-742.35,0
16.907,1569,100,0.316,-7.865,-5.5474,-0.0698,0.0085,-0.0001,0.0,-69.64,0
16.9541,1625,100,0.2322,-7.8745,-5.6312,-0.0731,0.0067,-0.0003,0.0,282.65,0
17.0035,1527,100,0.3591,-7.841,-5.5617,-0.0743,0.0109,-0.0052,349.45,-872.46,-120
17.0559,1547,100,0.2873,-7.92,-5.6599,-0.0757,0.0028,-0.0043,0.0,-17.04,0
17.1034,1630,100,0.2562,-7.8386,-5.691,-0.0669,0.0097,-0.0008,0.0,100.27,0
17.1575,1545,100,0.2155,-7.8793,-5.5569,-0.0722,0.0099,0.0025,9.4,510.01,107
17.2099,1604,100,0.2682,-7.932,-5.5952,-0.0733,0.002,-0.0065,0.0,-252.87,0
17.2577,1694,100,0.2298,-7.8506,-5.6024,-0.0691,0.0107,-0.0067,0.0,-440.33,0
17.3066,1649,100,0.2586,-7.8913,-5.5713,-0.0714,0.0087,-0.0055,0.0,346.08,0
17.3556,1643,100,0.2251,-7.8458,-5.5761,-0.0683,0.0085,0.0007,349.89,-955.16,-115
17.4095,1656,100,0.2634,-7.8697,-5.6527,-0.0713,0.0073,-0.0039,0.0,733.21,0
17.4662,1575,100,0.182,-7.8889,-5.6264,-0.0761,0.0064,-0.0009,0.0,583.14,0
17.5094,1595,100,0.2394,-7.8362,-5.6216,-0.0667,0.0115,-0.0007,337.5,-2379.3,-256
17.5628,1586,100,0.2346,-7.9344,-5.5952,-0.0739,0.0035,-0.0043,0.0,411.05,0
17.6111,1596,100,0.2322,-7.8602,-5.6623,-0.0698,0.0091,-0.0044,0.0,-951.86,0
17.6686,1664,100,0.3519,-7.8171,-5.6312,-0.0702,0.0091,-0.002,348.75,-561.63,-128
17.7104,1603,100,0.2777,-7.9128,-5.612,-0.0719,0.0065,-0.0012,0.0,645.34,0
17.7725,1579,100,0.2346,-7.8697,-5.6144,-0.0709,0.0143,-0.0059,0.0,630.02,0
17.8202,1687,100,0.2801,-7.8314,-5.5426,-0.0769,0.0039,-0.0039,0.0,-92.13,0
17.8619,1690,100,0.2658,-7.8506,-5.6575,-0.0719,0.0064,-0.0016,41.48,3851.52,472
17.9196,1639,100,0.2394,-7.8099,-5.5833,-0.0727,0.0081,0.0032,0.0,374.26,0
17.9632,1626,100,0.3017,-7.8147,-5.6072,-0.0751,0.0099,-0.0023,0.0,195.5,0
18.0216,1564,100,0.3017,-7.8913,-5.5857,-0.0714,0.0101,-0.0028,0.0,-282.76,0
18.0689,1591,100,0.2251,-7.853,-5.5952,-0.0722,0.0085,-0.0052,0.0,-373.65,0
18.1244,1596,100,0.2753,-7.8338,-5.6264,-0.0701,0.0083,0.0004,9.93,725.98,113
18.1728,1567,100,0.249,-7.8817,-5.5905,-0.071,0.0067,-0.0001,10.55,1535.81,120
18.2263,1651,100,0.2921,-7.8458,-5.533,-0.0683,0.0061,-0.0011,0.0,224.08,0
18.2726,1638,100,0.2514,-7.8506,-5.6264,-0.0703,0.0083,-0.0015,0.0,29.2,0
18.3291,1541,100,0.2945,-7.8817,-5.5737,-0.0694,0.0085,-0.0028,0.0,366.68,0
18.371,1608,100,0.2753,-7.7979,-5.5857,-0.0722,0.0069,-0.0021,0.0,250.71,0
18.4305,1597,100,0.2203,-7.8458,-5.5761,-0.0743,0.0073,-0.0057,337.5,-2540.81,-256
18.4757,1517,100,0.2897,-7.8338,-5.5857,-0.0717,0.0084,-0.002,0.0,489.62,0
18.5334,1644,100,0.1963,-7.8769,-5.7126,-0.0694,0.0081,-0.0019,358.51,-299.87,-17
18.5787,1648,100,0.2107,-7.8817,-5.6288,-0.0719,0.0071,-0.0015,0.0,-809.23,0
18.649,1573,100,0.261,-7.8961,-5.6407,-0.0733,0.0104,-0.006,0.0,103.29,0
18.6821,1648,100,0.2298,-7.8793,-5.6814,-0.0717,0.0092,0.0001,10.55,1162.03,120
18.7376,1646,100,0.2873,-7.8769,-5.6144,-0.0701,0.0064,-0.0023,0.0,-71.94,0
18.7781,1549,100,0.2466,-7.8506,-5.5641,-0.0711,0.0075,-0.0036,349.89,-1155.99,-115
19.0457,1548,100,0.2825,-7.8338,-5.5569,-0.0726,0.0055,0.0023,19.07,2242.02,217
19.0457,1548,100,0.2705,-7.8865,-5.6431,-0.0703,0.0064,0.0037,349.45,184.9,-120
19.1943,1593,100,0.2777,-7.8865,-5.6096,-0.0743,0.0083,-0.0027,10.28,1080.52,117
20.2062,1500,100,0.2298,-7.8673,-5.6288,-0.0733,0.0101,0.0011,0.0,276.7,0
20.2062,1500,100,0.261,-7.8099,-5.6072,-0.0719,0.0075,-0.0028,0.0,-23.34,0
20.2062,1500,100,0.2634,-7.8769,-5.5809,-0.0721,0.008,-0.0024,0.0,-376.56,0
20.2062,1500,100,0.2801,-7.8362,-5.5162,-0.071,0.0068,-0.0028,0.0,15.18,0
